word,class,level,definition,synonyms
thinking,noun,a2,the process of thinking about something,[]
third,noun,a2,each of three equal parts of something,[]
thirsty,adjective,a1,needing or wanting to drink,[]
this,adverb,b1,to this degree; so,[]
this,pronoun,a1,"used to refer to a particular person, thing or event that is close to you, especially compared with another",[]
thorough,adjective,b2,done completely; with great attention to detail,[]
thoroughly,adverb,b2,very much; completely,[]
though,adverb,b1,used especially at the end of a sentence or clause to add a fact or an opinion that makes the previous statement less strong or less important,[]
though,conjunction,b1,despite the fact that,[]
thought,noun,a2,something that you think of or remember,[]
thought-provoking,adjective,c1,making people think seriously about a particular subject or issue,[]
thoughtful,adjective,c1,"quiet, because you are thinking",[]
thread,noun,c1,"a thin string of cotton, wool, silk, etc. used for sewing or making cloth",[]
threat,noun,b2,"a statement in which you tell somebody that you will punish or harm them, especially if they do not do what you want",[]
threaten,verb,b2,"to say that you will cause trouble, hurt somebody, etc. if you do not get what you want",[]
threshold,noun,c1,"the floor or ground at the bottom of a doorway, considered as the entrance to a building or room",[]
thrilled,adjective,c1,very excited and pleased,"[""happy"",""pleased"",""delighted"",""proud"",""relieved""]"
thrive,verb,c1,"to become, and continue to be, successful, strong, healthy, etc.",[]
throat,noun,b1,a passage in the neck through which food and air pass on their way into the body; the front part of the neck,[]
through,adverb,a1,from one end or side of something to the other,[]
throughout,adverb,b1,in or into every part of something,[]
throw,verb,a2,to send something from your hand through the air by moving your hand or arm quickly,"[""toss"",""hurl"",""fling"",""chuck"",""lob"",""bowl"",""pitch""]"
thumb,noun,b2,"the short, thick finger at the side of the hand, slightly apart from the other four",[]
Thursday,noun,a1,the day of the week after Wednesday and before Friday,[]
thus,adverb,b2,in this way; like this,[]
ticket,noun,a1,"a printed piece of paper, or a message or image received on your phone or computer, that gives you the right to travel on a particular bus, train, etc. or to go into a theatre, etc.",[]
tide,noun,c1,"a regular rise and fall in the level of the sea, caused by the pull of the moon and sun; the flow of water that happens as the sea rises and falls",[]
tidy,adjective,a2,arranged neatly and with everything in order,[]
tidy,verb,a2,to make something look neat by putting things in the place where they belong,[]
tie,noun,a2,"a long, narrow piece of cloth worn around the neck, especially by men, with a knot in front",[]
tie,verb,a2,"to attach or hold two or more things together using string, rope, etc.; to fasten somebody/something with string, rope, etc.",[]
tight,adjective,b1,"held or fixed in position securely; difficult to move, open or separate",[]
tighten,verb,c1,"to hold or fix something more securely in position; to make something or become more difficult to move, open or separate","[""budget"",""economize"",""tighten your belt""]"
till,conjunction,b1,until,[]
timber,noun,c1,trees that are grown to be used in building or for making things,[]
time,noun,a1,"what is measured in minutes, hours, days, etc.","[""break"",""respite"",""time out"",""breathing space""]"
time,verb,b2,to measure how long it takes for something to happen or for somebody to do something,[]
timely,adjective,c1,happening at exactly the right time,[]
timing,noun,b2,the act of choosing when something happens; a particular point or period of time when something happens or is planned,[]
tin,noun,b1,a metal container in which food is sold; the contents of one of these containers,[]
tiny,adjective,b1,very small in size or amount,[]
tip,noun,a2,a small piece of advice about something practical,[]
tip,verb,b1,to give somebody an extra amount of money to thank them for something they have done for you as part of their job,[]
tired,adjective,a1,feeling that you would like to sleep or rest; needing rest,[]
tissue,noun,b2,"a piece of soft paper, used especially as a handkerchief",[]
title,noun,a1,"the name of a book, poem, painting, piece of music, etc.",[]
title,verb,b2,"to give a book, piece of music, etc. a particular name",[]
to,infinitive marker,a1,in the direction of something; towards something,[]
tobacco,noun,c1,"the dried leaves of the tobacco plant that are used for making cigarettes, smoking in a pipe, etc.",[]
today,adverb,a1,on this day,[]
today,noun,a1,this day,[]
toe,noun,b1,one of the five small parts that stick out from the foot; any similar part on the foot of an animal or bird,[]
together,adverb,a1,with or near to somebody/something else; with each other,[]
toilet,noun,a1,a large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body,[]
tolerance,noun,c1,"the quality of being willing to accept or tolerate somebody/something, especially opinions or behaviour that you may not agree with, or people who are not like you",[]
tolerate,verb,c1,to allow somebody to do something that you do not agree with or like,[]
toll,noun,c1,money that you pay to use a particular road or bridge,[]
tomato,noun,a1,a soft fruit with a lot of juice and shiny red skin that is eaten as a vegetable either raw or cooked,[]
tomorrow,adverb,a1,on or during the day after today,[]
tomorrow,noun,a1,the day after today,[]
ton,noun,b2,"a unit for measuring weight, in the UK 2 240 pounds (long ton) and in the US 2 000 pounds (short ton)",[]
tone,noun,b2,"the quality of somebody’s voice, especially expressing a particular emotion",[]
tongue,noun,b1,"the soft part in the mouth that moves around, used for tasting, swallowing, speaking, etc.",[]
tonight,adverb,a1,on or during the evening or night of today,[]
tonight,noun,a1,the evening or night of today,[]
tonne,noun,b2,"a unit for measuring weight, equal to 1 000 kilograms",[]
too,adverb,a1,"used before adjectives and adverbs to say that something is more than is good, necessary, possible, etc.",[]
tool,noun,a2,"an instrument such as a hammer, screwdriver, saw, etc. that you hold in your hand and use for making things, repairing things, etc.",[]
tooth,noun,a1,any of the hard white structures in the mouth used for biting food,[]
top,adjective,a2,highest in position,[]
top,noun,a2,the highest part or point of something,"[""cork"",""cap"",""plug""]"
top,verb,c1,to be higher than a particular amount,[]
topic,noun,a1,"a subject that you talk, write or learn about",[]
torture,noun,c1,the act of causing somebody severe pain in order to punish them or make them say or do something,[]
torture,verb,c1,to hurt somebody physically or mentally in order to punish them or make them tell you something,[]
toss,verb,c1,to throw something lightly or carelessly,"[""hurl"",""fling"",""chuck"",""lob"",""bowl"",""pitch""]"
total,adjective,b1,being the amount or number after everyone or everything is counted or added together,[]
total,noun,b1,the amount you get when you add several numbers or amounts together; the final number of people or things when they have all been counted,[]
total,verb,c1,to reach a particular total,[]
totally,adverb,b1,completely,[]
touch,noun,b1,the sense that enables you to be aware of things and what they are like when you put your hands and fingers on them,[]
touch,verb,a2,to put your hand or another part of your body onto somebody/something,[]
tough,adjective,b2,having or causing problems or difficulties,[]
tour,noun,a2,"a journey made for pleasure during which several different towns, countries, etc. are visited","[""journey"",""expedition"",""excursion"",""outing"",""day out""]"
tour,verb,b1,"to travel around a place, for example on holiday, or to perform, to advertise something, etc.",[]
tourism,noun,a2,"the business activity connected with providing accommodation, services and entertainment for people who are visiting a place for pleasure",[]
tourist,noun,a1,a person who is travelling or visiting a place for pleasure,[]
tournament,noun,b2,a sports competition involving a number of teams or players who take part in different games and must leave the competition if they lose. The competition continues until there is only the winner left.,[]
towel,noun,a2,"a piece of cloth or paper used for drying things, especially your body",[]
tower,noun,a2,"a tall narrow building or part of a building, especially of a church or castle",[]
town,noun,a1,"a place with many houses, shops, etc. where people live and work. It is larger than a village but smaller than a city.",[]
toxic,adjective,c1,containing poison; poisonous,[]
toy,adjective,a2,made as a copy of a particular thing and used for playing with,[]
toy,noun,a2,an object for children to play with,[]
trace,noun,c1,"a mark, an object or a sign that shows that somebody/something existed or was present",[]
trace,verb,b2,to find or discover somebody/something by looking carefully for them/it,[]
track,noun,a2,rails (= metal bars) that a train moves along,[]
track,verb,b2,"to find somebody/something by following the marks, signs, information, etc., that they have left behind them",[]
trade,noun,b1,the activity of buying and selling or of exchanging goods or services between people or countries,"[""employment"",""career"",""profession"",""occupation""]"
trade,verb,b1,to buy and sell things,[]
trademark,noun,c1,"a name, symbol or design that a company uses for its products and that cannot be used by anyone else",[]
trading,noun,b2,the activity of buying and selling things,[]
tradition,noun,a2,"a belief, custom or way of doing something that has existed for a long time among a particular group of people; a set of these beliefs or customs",[]
traditional,adjective,a2,"being part of the beliefs, customs or way of life of a particular group of people, that have not changed for a long time",[]
traffic,noun,a1,the vehicles that are on a road at a particular time,[]
tragedy,noun,b2,"a very sad event or situation, especially one that involves death",[]
tragic,adjective,b2,"making you feel very sad, usually because somebody has died or suffered a lot",[]
trail,noun,c1,a long line or series of marks that is left by somebody/something,[]
trail,verb,c1,"to pull something behind somebody/something, usually along the ground; to be pulled along in this way",[]
trailer,noun,c1,"a truck, or a container with wheels, that is pulled by another vehicle","[""publicity"",""ad"",""commercial"",""promotion""]"
train,noun,a1,"a number of connected coaches or trucks, pulled by an engine or powered by a motor in each one, taking people and goods from one place to another",[]
train,verb,a2,to teach a person or an animal the skills for a particular job or activity; to be taught in this way,[]
trainer,noun,a2,a shoe that you wear for sports or as informal clothing,[]
training,noun,a2,the process of learning the skills that you need to do a job,[]
trait,noun,b2,a particular quality in your personality,[]
transaction,noun,c1,"a piece of business that is done between people, especially an act of buying or selling",[]
transcript,noun,c1,a written or printed copy of words that have been spoken,[]
transfer,noun,b2,"the act of moving somebody/something from one place, group or job to another; an occasion when this happens",[]
transfer,verb,b2,to move from one place to another; to move something/somebody from one place to another,[]
transform,verb,b2,to change the form of something; to change in form,[]
transformation,noun,c1,a complete change in somebody/something,[]
transit,noun,c1,the process of being moved or carried from one place to another,[]
transition,noun,b2,the process or a period of changing from one state or condition to another,[]
translate,verb,b1,to express the meaning of speech or writing in a different language,[]
translation,noun,b1,the process of changing something that is written or spoken into another language,[]
transmission,noun,c1,"the act or process of passing something from one person, place or thing to another",[]
transmit,verb,b2,"to send an electronic signal, radio or television broadcast, etc.",[]
transparency,noun,c1,"the quality of something, such as a situation or an argument, that makes it easy to understand",[]
transparent,adjective,c1,allowing you to see through it,[]
transport,noun,a2,"a system for carrying people or goods from one place to another using vehicles, roads, etc.",[]
transport,verb,b1,to take something/somebody from one place to another in a vehicle,[]
transportation,noun,b2,"a system for carrying people or goods from one place to another using vehicles, roads, etc.",[]
trap,noun,b2,a piece of equipment for catching animals,[]
trap,verb,b2,to put somebody in a dangerous place that they cannot get out of,[]
trauma,noun,c1,"a mental condition caused by severe shock, stress or fear, especially when the harmful effects last for a long time",[]
travel,noun,a1,the act or activity of travelling,[]
travel,verb,a1,"to go from one place to another, especially over a long distance",[]
traveller,noun,a2,a person who is travelling or who often travels,[]
treasure,noun,b2,"a collection of valuable things such as gold, silver and jewellery",[]
treat,verb,b1,to behave in a particular way towards somebody/something,[]
treatment,noun,b1,"something that is done to cure an illness or injury, or to make somebody look and feel good",[]
treaty,noun,c1,a formal agreement between two or more countries,[]
tree,noun,a1,"a tall plant that can live a long time. Trees have a thick central wooden trunk from which branches grow, usually with leaves on them",[]
tremendous,adjective,c1,very great,[]
trend,noun,b1,a general direction in which a situation is changing or developing,[]
trial,noun,b2,"a formal examination of evidence in court by a judge and often a jury, to decide if somebody accused of a crime is guilty or not",[]
tribal,adjective,c1,connected with a tribe or tribes,[]
tribe,noun,b2,"a social group in a traditional society consisting of people with the same language, culture, religion, etc., living in a particular area and often having one leader known as a chief",[]
tribunal,noun,c1,a type of court with the authority to deal with a particular problem or disagreement,[]
tribute,noun,c1,"an act, a statement or a gift that is intended to show your love or respect, especially for a dead person",[]
trick,noun,b1,"something that you do to make somebody believe something that is not true, or to annoy somebody as a joke",[]
trick,verb,b1,"to make somebody believe something which is not true, especially in order to cheat them","[""fool"",""deceive"",""betray"",""take in"",""con""]"
trigger,noun,c1,the part of a gun that you press in order to fire it,[]
trigger,verb,b2,to make something happen suddenly,[]
trio,noun,c1,a group of three people or things,[]
trip,noun,a1,"a journey to a place and back again, especially a short one for pleasure or a particular purpose","[""journey"",""tour"",""expedition"",""excursion"",""outing"",""day out""]"
trip,verb,b2,to catch your foot on something and fall or almost fall,[]
triumph,noun,c1,"a great success, achievement or victory",[]
troop,noun,b2,"soldiers, especially in large groups",[]
trophy,noun,c1,an object such as a silver cup that is given as a prize for winning a competition,[]
tropical,adjective,b2,"coming from, found in or typical of the tropics",[]
trouble,noun,a2,"a problem, worry, difficulty, etc. or a situation causing this","[""sickness"",""ill health""]"
trouble,verb,b2,to make somebody worried or upset,[]
troubled,adjective,c1,worried and anxious,[]
trousers,noun,a1,a piece of clothing that covers the lower body and is divided into two parts to cover each leg separately,[]
truck,noun,a2,a large vehicle for carrying heavy loads by road,[]
true,adjective,a1,connected with facts rather than things that have been invented or guessed,"[""right"",""correct""]"
truly,adverb,b2,"used to emphasize that a particular statement, feeling, etc. is sincere or real",[]
trust,noun,b2,"the belief that somebody/something is good, sincere, honest, etc. and will not try to harm or trick you",[]
trust,verb,b2,"to have confidence in somebody; to believe that somebody is good, sincere, honest, etc.","[""depend on somebody/​something"",""rely on somebody/​something"",""count on somebody/​something"",""believe in somebody""]"
trustee,noun,c1,a person or an organization that has control of money or property that has been put into a trust for somebody,[]
truth,noun,b1,"the true facts about something, rather than the things that have been invented or guessed",[]
try,noun,b2,an act of trying to do something,[]
try,verb,a1,to make an attempt or effort to do or get something,[]
tsunami,noun,b2,"an extremely large wave in the sea caused, for example, by an earthquake",[]
tube,noun,b1,"a long, hollow pipe made of metal, plastic, rubber, etc., through which liquids or gases move from one place to another",[]
Tuesday,noun,a1,the day of the week after Monday and before Wednesday,[]
tuition,noun,c1,"the act of teaching something, especially to one person or to people in small groups",[]
tune,noun,b2,a series of musical notes that are sung or played in a particular order to form a piece of music,[]
tunnel,noun,b2,"a passage built underground, for example to allow a road or railway to go through a hill, under a river, etc.",[]
turn,noun,a1,the time when somebody in a group of people should or is allowed to do something,[]
turn,verb,a1,to move or make something move around a central point,[]
turnout,noun,c1,the number of people who attend a particular event,[]
turnover,noun,c1,the total amount of goods or services sold by a company during a particular period of time,[]
TV,noun,a1,television,[]
twice,adverb,a1,two times; on two occasions,[]
twin,adjective,a2,used to describe one of a pair of children who are twins,[]
twin,noun,a2,one of two children born at the same time to the same mother,[]
twist,noun,c1,"the action of turning something with your hand, or of turning a part of your body",[]
twist,verb,c1,to bend or turn something into a particular shape,[]
type,noun,a1,a class or group of people or things that share particular qualities or features and are part of a larger group; a kind or sort,[]
type,verb,b1,to write something using a computer keyboard or typewriter,[]
typical,adjective,a2,"having the usual qualities or features of a particular type of person, thing or group",[]
typically,adverb,b1,used to say that something usually happens in the way that you are stating,[]
tyre,noun,b1,"a thick rubber ring that fits around the edge of a wheel of a car, bicycle, etc.",[]
ugly,adjective,b1,unpleasant to look at,[]
ultimate,adjective,b2,happening at the end of a long process,[]
ultimately,adverb,b2,in the end; finally,[]
umbrella,noun,a1,"an object with a round folding frame of long, straight pieces of metal covered with material, that you use to protect yourself from the rain or from hot sun",[]
unable,adjective,b1,"not having the skill, strength, time, knowledge, etc. to do something",[]
unacceptable,adjective,b2,so bad that you think it should not be allowed,[]
uncertainty,noun,b2,the state of being uncertain,[]
uncle,noun,a1,the brother of your mother or father; the husband of your aunt or uncle,[]
uncomfortable,adjective,b1,"not letting you feel physically comfortable; unpleasant to wear, sit on, etc.",[]
unconscious,adjective,b2,"in a state like sleep because of an injury or illness, and not able to use your senses",[]
under,adverb,a1,below something,[]
undergo,verb,b2,"to experience something, especially a change or something unpleasant",[]
undergraduate,noun,c1,a university or college student who is studying for their first degree,[]
underground,adjective,a2,under the surface of the ground,[]
underground,adverb,a2,under the surface of the ground,[]
underlying,adjective,c1,important in a situation but not always easily noticed or stated clearly,[]
undermine,verb,c1,"to make something, especially somebody’s confidence or authority, gradually weaker or less effective",[]
understand,verb,a1,"to know or realize the meaning of words, a language, what somebody says, etc.","[""see"",""get"",""follow"",""grasp"",""comprehend""]"
understanding,noun,a2,the knowledge that somebody has about a particular subject or situation,[]
undertake,verb,b2,to make yourself responsible for something and start doing it,[]
underwear,noun,b1,clothes that you wear under other clothes and next to the skin,[]
undoubtedly,adverb,c1,used to emphasize that something exists or is definitely true,[]
unemployed,adjective,b1,without a job although able to work,[]
unemployment,noun,b1,the fact of a number of people not having a job; the number of people without a job,[]
unexpected,adjective,b2,"if something is unexpected, it surprises you because you were not expecting it",[]
unfair,adjective,b1,not right or fair according to a set of rules or principles; not treating people equally,[]
unfold,verb,b2,to spread open or flat something that has previously been folded; to become open and flat,[]
unfortunate,adjective,b2,having bad luck; caused by bad luck,[]
unfortunately,adverb,a2,"used to say that a particular situation or fact makes you sad or disappointed, or gets you into a difficult position",[]
unhappy,adjective,a2,not happy; sad,[]
uniform,noun,a2,"the special set of clothes worn by all members of an organization or a group at work, or by children at school",[]
unify,verb,c1,"to join people, things, parts of a country, etc. together so that they form a single unit",[]
union,noun,b1,"an organization of workers, usually in a particular industry, that exists to protect their interests, improve conditions of work, etc.",[]
unique,adjective,b2,being the only one of its kind,[]
unit,noun,a2,"a single thing, person or group that is complete by itself but can also form part of something larger",[]
unite,verb,b2,to join together with other people in order to do something as a group,[]
united,adjective,a2,joined together as a political unit or by shared aims,[]
unity,noun,b2,the state of being in agreement and working together; the state of being joined together to form one unit,[]
universal,adjective,b2,done by or involving all the people in the world or in a particular group,[]
universe,noun,b2,"the whole of space and everything in it, including the earth, the planets and the stars",[]
university,noun,a1,an institution at the highest level of education where you can study for a degree or do research,[]
unknown,adjective,b2,not known or identified,[]
unless,conjunction,b1,used to say that something can only happen or be true in a particular situation,[]
unlikely,adjective,b1,not likely to happen; not probable,[]
unnecessary,adjective,b1,not needed; more than is needed,[]
unpleasant,adjective,b1,not pleasant or comfortable,[]
unprecedented,adjective,c1,"that has never happened, been done or been known before",[]
until,conjunction,a1,up to the point in time or the event mentioned,[]
unusual,adjective,a2,different from what is usual or normal,[]
unveil,verb,c1,"to remove a cover or curtain from a painting, statue, etc. so that it can be seen in public for the first time",[]
up,adverb,a1,towards or in a higher position,[]
upcoming,adjective,c1,going to happen soon,[]
update,noun,b1,a report or broadcast that gives the most recent information about something; a new version of something containing the most recent information,[]
update,verb,b1,"to make something more modern by adding new parts, etc.",[]
upgrade,noun,c1,"the act of making a machine, computer system, etc. more powerful and efficient; the more powerful and efficient machine, computer system, etc.",[]
upgrade,verb,c1,"to make a machine, computer system, etc. more powerful and efficient; to start using a new and better version of a machine, system, etc.",[]
uphold,verb,c1,to support something that you think is right and make sure that it continues to exist,[]
upper,adjective,b2,"located above something else, especially something of the same type or the other of a pair",[]
upset,adjective,b1,unhappy or disappointed because of something unpleasant that has happened,[]
upset,verb,b1,"to make somebody/yourself feel unhappy, anxious or annoyed",[]
upstairs,adjective,a2,on a floor of a house or other building that is higher than the one that you are on,[]
upstairs,adverb,a1,up the stairs; on or to a floor of a house or other building higher than the one that you are on,[]
upwards,adverb,b2,towards a higher place or position,[]
urban,adjective,b2,connected with a town or city,[]
urge,verb,b2,to advise or try hard to persuade somebody to do something,"[""advise"",""advocate""]"
urgent,adjective,b2,that needs to be dealt with or happen immediately,[]
us,pronoun,a1,"used when the speaker or writer and another or others are the object of a verb or preposition, or after the verb be",[]
usage,noun,b2,the way in which words are used in a language,[]
use,noun,a2,the act of using something; the state of being used,[]
use,verb,a1,"to do something with a machine, a method, an object, etc. for a particular purpose",[]
used,adjective,b1,familiar with something because you do it or experience it often,[]
useful,adjective,a1,that can help you to do or achieve what you want,[]
useless,adjective,b2,not useful; not doing or achieving what is needed or wanted,[]
user,noun,a2,a person or thing that uses something,[]
usual,adjective,a2,that happens or is done most of the time or in most cases,[]
usually,adverb,a1,in the way that is usual or normal; most often,[]
utility,noun,c1,"a service provided for the public, for example an electricity, water or gas supply",[]
utilize,verb,c1,"to use something, especially for a practical purpose",[]
utterly,adverb,c1,completely,[]
vacation,noun,a1,a period of time spent travelling or relaxing away from home,[]
vacuum,noun,c1,"a space that is completely empty of all substances, including all air or other gas",[]
vague,adjective,c1,not clear in a person’s mind,[]
valid,adjective,b2,that is legally or officially acceptable,[]
validity,noun,c1,the state of being legally or officially acceptable,[]
valley,noun,a2,"an area of low land between hills or mountains, often with a river flowing through it; the land that a river flows through",[]
valuable,adjective,b1,worth a lot of money,"[""precious"",""priceless"",""irreplaceable""]"
value,noun,b1,how much something is worth in money or other goods for which it can be exchanged,"[""cost"",""expense"",""worth""]"
value,verb,b2,to think that somebody/something is important,[]
van,noun,a2,"a covered vehicle with no side windows in its back half, usually smaller than a lorry, used for carrying goods or people",[]
vanish,verb,c1,to disappear suddenly and/or in a way that you cannot explain,[]
variable,adjective,c1,often changing; likely to change,[]
variable,noun,c1,"a situation, number or quantity that can vary or be varied",[]
variation,noun,b2,"a change, especially in the amount or level of something",[]
varied,adjective,c1,of many different types,[]
variety,noun,a2,several different sorts of the same thing,[]
various,adjective,b1,several different,[]
vary,verb,b2,"to be different from each other in size, shape, etc.",[]
vast,adjective,b2,"extremely large in area, size, amount, etc.",[]
vegetable,noun,a1,"a plant or part of a plant that is eaten as food. Potatoes, beans and onions are all vegetables.",[]
vehicle,noun,a2,"a thing that is used for transporting people or goods from one place to another, such as a car or lorry",[]
vein,noun,c1,any of the tubes that carry blood from all parts of the body towards the heart,[]
venture,noun,c1,"a business project or activity, especially one that involves taking risks",[]
venture,verb,c1,to go somewhere even though you know that it might be dangerous or unpleasant,[]
venue,noun,b2,"a place where people meet for an organized event, for example a concert, sporting event or conference","[""site"",""area"",""position"",""point"",""location"",""scene"",""spot""]"
verbal,adjective,c1,relating to words,[]
verdict,noun,c1,an official judgement made in court or at an inquest (= an official investigation into somebody's death),[]
verify,verb,c1,to check that something is true or accurate,[]
verse,noun,c1,"writing that is arranged in lines, often with a regular rhythm or pattern of rhyme",[]
version,noun,b1,a form of something that is slightly different from an earlier form or from other forms of the same thing,"[""story"",""account""]"
vertical,adjective,b2,"going straight up or down from a level surface or from top to bottom in a picture, etc.",[]
very,adjective,b2,used to emphasize that you are talking about a particular thing or person and not about another,[]
very,adverb,a1,"used before adjectives, adverbs and determiners to mean ‘in a high degree’ or ‘extremely’",[]
vessel,noun,c1,"a tube that carries blood through the body of a person or an animal, or liquid through the parts of a plant",[]
veteran,noun,c1,a person who has a lot of experience in a particular area or activity,[]
viable,adjective,c1,that can be done; that will be successful,[]
vibrant,adjective,c1,full of life and energy,"[""brilliant"",""vivid""]"
vice,noun,c1,criminal activities that involve sex or drugs,[]
vicious,adjective,c1,violent and cruel,[]
victim,noun,b1,"a person who has been attacked, injured or killed as the result of a crime, a disease, an accident, etc.",[]
victory,noun,b2,"success in a game, an election, a war, etc.",[]
video,noun,a1,"a system of recording moving pictures and sound, either using a digital method of storing data or (in the past) using videotape",[]
view,noun,a2,"what you can see from a particular place or position, especially beautiful countryside","[""sight"",""scene"",""panorama""]"
view,verb,b1,to think about somebody/something in a particular way,"[""call"",""find"",""consider"",""see""]"
viewer,noun,b1,a person watching television or a video on the internet,[]
viewpoint,noun,b2,a way of thinking about a subject,[]
village,noun,a1,a very small town located in a country area,[]
villager,noun,c1,a person who lives in a village,[]
violate,verb,c1,"to go against or refuse to obey a law, an agreement, etc.",[]
violation,noun,c1,"the act of going against or refusing to obey a law, an agreement, etc.",[]
violence,noun,b2,violent behaviour that is intended to hurt or kill somebody,[]
violent,adjective,b1,involving or caused by physical force that is intended to hurt or kill somebody,[]
virtual,adjective,b2,"made to appear to exist by the use of computer software, for example on the internet",[]
virtue,noun,c1,behaviour or attitudes that show high moral standards,[]
virus,noun,a2,"a living thing, too small to be seen without a microscope, that causes disease in people, animals and plants",[]
visa,noun,b2,"a stamp or mark put in your passport by officials of a foreign country that gives you permission to enter, pass through or leave their country",[]
visible,adjective,b2,that can be seen,[]
vision,noun,b2,the ability to see; the area that you can see from a particular position,"[""view""]"
visit,noun,a1,an occasion or a period of time when somebody goes to see a place or person and spends time there,[]
visit,verb,a1,to go to see a person or a place for a period of time,[]
visitor,noun,a1,a person who visits a person or place,[]
visual,adjective,b2,of or connected with seeing or sight,[]
vital,adjective,b2,necessary or essential in order for something to succeed or exist,"[""crucial"",""critical"",""decisive"",""indispensable""]"
vitamin,noun,b2,a natural substance found in food that is an essential part of what humans and animals need to help them grow and stay healthy. There are many different vitamins.,[]
vocal,adjective,c1,connected with the voice,"[""oral""]"
voice,noun,a2,the sound or sounds produced through the mouth by a person speaking or singing,[]
volume,noun,b2,the amount of space that an object or a substance fills; the amount of space that a container has,[]
voluntary,adjective,b2,"done willingly, not because you are forced",[]
volunteer,noun,b1,a person who does a job without being paid for it,[]
volunteer,verb,b1,to offer to do something without being forced to do it or without getting paid for it,[]
vote,noun,b1,a formal choice that you make in an election or at a meeting in order to choose somebody or decide something,"[""poll"",""referendum"",""ballot""]"
vote,verb,b1,"to show formally by marking a paper, raising your hand, using a voting machine, etc. which person you want to win an election, or which plan or idea you support",[]
voting,noun,b2,the action of choosing somebody/something in an election or at a meeting,[]
vow,verb,c1,to make a formal and serious promise to do something or a formal statement that is true,[]
vulnerability,noun,c1,the fact of being weak and easily hurt physically or emotionally,[]
vulnerable,adjective,c1,weak and easily hurt physically or emotionally,[]
wage,noun,b2,"a regular amount of money that you earn, usually every week or every month, for work or services","[""wage/​wages"",""pay"",""salary"",""earnings""]"
wait,noun,a2,an act of waiting; an amount of time waited,[]
wait,verb,a1,to stay where you are or delay doing something until somebody/something comes or something happens,[]
waiter,noun,a1,"a man whose job is to serve customers at their tables in a restaurant, etc.",[]
wake,verb,a1,to stop sleeping; to make somebody stop sleeping,[]
walk,noun,a1,"a journey on foot, usually for pleasure or exercise",[]
walk,verb,a1,"to move or go somewhere by putting one foot in front of the other on the ground, but without running","[""lead"",""escort"",""drive"",""show"",""guide"",""usher"",""direct""]"
wall,noun,a1,"a long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land",[]
wander,verb,b2,"to walk slowly around or to a place, often without any particular sense of purpose or direction",[]
want,verb,a1,to have a desire or a wish for something/somebody,[]
war,noun,a2,a situation in which two or more countries or groups of people fight against each other over a period of time,"[""battle"",""struggle"",""drive"",""fight""]"
ward,noun,c1,a separate room or area in a hospital for people with the same type of medical condition,[]
warehouse,noun,c1,"a building where large quantities of goods are stored, especially before they are sent to shops to be sold",[]
warfare,noun,c1,"the activity of fighting a war, especially using particular weapons or methods",[]
warm,adjective,a1,"at a fairly high temperature in a way that is pleasant, rather than being hot or cold",[]
warm,verb,b1,to make something/somebody warm or warmer; to become warm or warmer,[]
warming,noun,b2,"the process of making something, or of becoming, warm or warmer",[]
warn,verb,b1,"to tell somebody about something, especially something dangerous or unpleasant that is likely to happen, so that they can avoid it",[]
warning,noun,b1,"a statement, an event, etc. telling somebody that something bad or unpleasant may happen in the future so that they can try to avoid it",[]
warrant,noun,c1,a legal document that is signed by a judge and gives the police authority to do something,[]
warrant,verb,c1,to make something necessary or appropriate in a particular situation,[]
warrior,noun,c1,(especially in the past) a person who fights in a battle or war,[]
wash,noun,a2,an act of cleaning somebody/something using water and usually soap,[]
wash,verb,a1,to make something/somebody clean using water and usually soap,"[""rinse"",""cleanse"",""dry-clean""]"
washing,noun,a2,the act of cleaning something using water and usually soap,[]
waste,adjective,b1,no longer needed for a particular process and therefore thrown away,[]
waste,noun,b1,"the act of using something in a careless or unnecessary way, causing it to be lost or destroyed",[]
waste,verb,b1,to use more of something than is necessary or useful,[]
watch,noun,a1,"a type of small clock that you wear on your wrist, or (in the past) carried in your pocket",[]
watch,verb,a1,"to look at somebody/something for a time, paying attention to what happens","[""see"",""view"",""observe""]"
water,noun,a1,"a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.",[]
water,verb,b1,"to pour water on plants, etc.",[]
wave,noun,a2,"a raised line of water that moves across the surface of the sea, ocean, etc.",[]
wave,verb,b1,"to move your hand or arm from side to side in the air in order to attract attention, say hello, etc.",[]
way,adverb,b2,very far; by a large amount,[]
way,noun,a1,"a method, style or manner of doing something",[]
we,pronoun,a1,I and another person or other people; I and you,[]
weak,adjective,a2,not physically strong,[]
weaken,verb,c1,to make somebody/something less strong or powerful; to become less strong or powerful,[]
weakness,noun,b2,lack of physical strength,[]
wealth,noun,b2,"a large amount of money, property, etc. that a person or country owns",[]
wealthy,adjective,b2,"having a lot of money, possessions, etc.","[""prosperous"",""affluent"",""well off"",""comfortable""]"
weapon,noun,b1,"an object such as a knife, gun, bomb, etc. that is used for fighting or attacking somebody",[]
wear,verb,a1,"to have something on your body as a piece of clothing, a decoration, etc.",[]
weather,noun,a1,"the condition of the atmosphere at a particular place and time, such as the temperature, and if there is wind, rain, sun, etc.",[]
